ICD10_PHEWAS_CODE;ICD9-CM_PHEWAS_CODE;PHEWAS_STRING;EXCLUSION
T914;908;Late effects of other and unspecified injuries;905-909.99
T909;908;Late effects of other and unspecified injuries;905-909.99
T939;908;Late effects of other and unspecified injuries;905-909.99
T919;908;Late effects of other and unspecified injuries;905-909.99
T929;908;Late effects of other and unspecified injuries;905-909.99
T98;908;Late effects of other and unspecified injuries;905-909.99
T933;905;Late effects of musculoskeletal and connective tissue injuries;905-909.99
T923;905;Late effects of musculoskeletal and connective tissue injuries;905-909.99
T922;905;Late effects of musculoskeletal and connective tissue injuries;905-909.99
T921;905;Late effects of musculoskeletal and connective tissue injuries;905-909.99
T931;905;Late effects of musculoskeletal and connective tissue injuries;905-909.99
T902;905;Late effects of musculoskeletal and connective tissue injuries;905-909.99
T911;905;Late effects of musculoskeletal and connective tissue injuries;905-909.99
T940;905;Late effects of musculoskeletal and connective tissue injuries;905-909.99
T935;905;Late effects of musculoskeletal and connective tissue injuries;905-909.99
T925;905;Late effects of musculoskeletal and connective tissue injuries;905-909.99
T912;905;Late effects of musculoskeletal and connective tissue injuries;905-909.99
T932;905;Late effects of musculoskeletal and connective tissue injuries;905-909.99
T94;905;Late effects of musculoskeletal and connective tissue injuries;905-909.99
T954;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T950;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T953;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T951;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T952;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T936;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T926;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T901;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T930;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T920;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T958;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T938;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T928;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T910;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T900;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T959;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T95;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T90;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T93;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T91;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T92;906;Late effects of injuries to skin and subcutaneous tissues;905-909.99
T983;909;Late effects of other and unspecified external causes;905-909.99
T941;909;Late effects of other and unspecified external causes;905-909.99
T904;909;Late effects of other and unspecified external causes;905-909.99
T981;909;Late effects of other and unspecified external causes;905-909.99
T908;909;Late effects of other and unspecified external causes;905-909.99
T918;909;Late effects of other and unspecified external causes;905-909.99
T96;909;Late effects of other and unspecified external causes;905-909.99
T97;909;Late effects of other and unspecified external causes;905-909.99
T903;907;Late effects of injuries to the nervous system;905-909.99
T934;907;Late effects of injuries to the nervous system;905-909.99
T924;907;Late effects of injuries to the nervous system;905-909.99
T913;907;Late effects of injuries to the nervous system;905-909.99
T905;907;Late effects of injuries to the nervous system;905-909.99
S200;910;superficial, contusion, crushing injuries;910-919.99
S301;910;superficial, contusion, crushing injuries;910-919.99
S500;910;superficial, contusion, crushing injuries;910-919.99
S700;910;superficial, contusion, crushing injuries;910-919.99
S800;910;superficial, contusion, crushing injuries;910-919.99
S900;910;superficial, contusion, crushing injuries;910-919.99
S570;910;superficial, contusion, crushing injuries;910-919.99
S770;910;superficial, contusion, crushing injuries;910-919.99
S870;910;superficial, contusion, crushing injuries;910-919.99
S970;910;superficial, contusion, crushing injuries;910-919.99
S971;910;superficial, contusion, crushing injuries;910-919.99
S070;910;superficial, contusion, crushing injuries;910-919.99
S302;910;superficial, contusion, crushing injuries;910-919.99
S051;910;superficial, contusion, crushing injuries;910-919.99
S001;910;superficial, contusion, crushing injuries;910-919.99
S601;910;superficial, contusion, crushing injuries;910-919.99
S600;910;superficial, contusion, crushing injuries;910-919.99
S300;910;superficial, contusion, crushing injuries;910-919.99
S202;910;superficial, contusion, crushing injuries;910-919.99
S902;910;superficial, contusion, crushing injuries;910-919.99
S901;910;superficial, contusion, crushing injuries;910-919.99
T040;910;superficial, contusion, crushing injuries;910-919.99
T043;910;superficial, contusion, crushing injuries;910-919.99
T042;910;superficial, contusion, crushing injuries;910-919.99
T044;910;superficial, contusion, crushing injuries;910-919.99
T048;910;superficial, contusion, crushing injuries;910-919.99
T041;910;superficial, contusion, crushing injuries;910-919.99
T047;910;superficial, contusion, crushing injuries;910-919.99
T147;910;superficial, contusion, crushing injuries;910-919.99
S380;910;superficial, contusion, crushing injuries;910-919.99
S079;910;superficial, contusion, crushing injuries;910-919.99
S772;910;superficial, contusion, crushing injuries;910-919.99
S170;910;superficial, contusion, crushing injuries;910-919.99
S179;910;superficial, contusion, crushing injuries;910-919.99
S381;910;superficial, contusion, crushing injuries;910-919.99
S078;910;superficial, contusion, crushing injuries;910-919.99
S178;910;superficial, contusion, crushing injuries;910-919.99
S071;910;superficial, contusion, crushing injuries;910-919.99
S670;910;superficial, contusion, crushing injuries;910-919.99
S050;910;superficial, contusion, crushing injuries;910-919.99
S059;910;superficial, contusion, crushing injuries;910-919.99
T049;910;superficial, contusion, crushing injuries;910-919.99
S307;910;superficial, contusion, crushing injuries;910-919.99
S907;910;superficial, contusion, crushing injuries;910-919.99
S507;910;superficial, contusion, crushing injuries;910-919.99
S007;910;superficial, contusion, crushing injuries;910-919.99
S707;910;superficial, contusion, crushing injuries;910-919.99
S807;910;superficial, contusion, crushing injuries;910-919.99
S107;910;superficial, contusion, crushing injuries;910-919.99
S407;910;superficial, contusion, crushing injuries;910-919.99
S207;910;superficial, contusion, crushing injuries;910-919.99
S607;910;superficial, contusion, crushing injuries;910-919.99
T009;910;superficial, contusion, crushing injuries;910-919.99
T000;910;superficial, contusion, crushing injuries;910-919.99
T003;910;superficial, contusion, crushing injuries;910-919.99
T002;910;superficial, contusion, crushing injuries;910-919.99
T006;910;superficial, contusion, crushing injuries;910-919.99
T008;910;superficial, contusion, crushing injuries;910-919.99
T001;910;superficial, contusion, crushing injuries;910-919.99
S909;910;superficial, contusion, crushing injuries;910-919.99
S509;910;superficial, contusion, crushing injuries;910-919.99
S709;910;superficial, contusion, crushing injuries;910-919.99
S809;910;superficial, contusion, crushing injuries;910-919.99
S409;910;superficial, contusion, crushing injuries;910-919.99
S609;910;superficial, contusion, crushing injuries;910-919.99
S57;910;superficial, contusion, crushing injuries;910-919.99
S77;910;superficial, contusion, crushing injuries;910-919.99
S87;910;superficial, contusion, crushing injuries;910-919.99
S17;910;superficial, contusion, crushing injuries;910-919.99
T04;910;superficial, contusion, crushing injuries;910-919.99
S38;910;superficial, contusion, crushing injuries;910-919.99
S97;910;superficial, contusion, crushing injuries;910-919.99
S07;910;superficial, contusion, crushing injuries;910-919.99
S67;910;superficial, contusion, crushing injuries;910-919.99
S05;910;superficial, contusion, crushing injuries;910-919.99
S201;910;superficial, contusion, crushing injuries;910-919.99
S101;910;superficial, contusion, crushing injuries;910-919.99
S308;910;superficial, contusion, crushing injuries;910-919.99
S204;910;superficial, contusion, crushing injuries;910-919.99
S002;910;superficial, contusion, crushing injuries;910-919.99
S203;910;superficial, contusion, crushing injuries;910-919.99
T00;910;superficial, contusion, crushing injuries;910-919.99
S30;910;superficial, contusion, crushing injuries;910-919.99
S309;910;superficial, contusion, crushing injuries;910-919.99
S90;910;superficial, contusion, crushing injuries;910-919.99
S004;910;superficial, contusion, crushing injuries;910-919.99
S50;910;superficial, contusion, crushing injuries;910-919.99
S009;910;superficial, contusion, crushing injuries;910-919.99
S70;910;superficial, contusion, crushing injuries;910-919.99
S005;910;superficial, contusion, crushing injuries;910-919.99
S80;910;superficial, contusion, crushing injuries;910-919.99
T130;910;superficial, contusion, crushing injuries;910-919.99
S109;910;superficial, contusion, crushing injuries;910-919.99
S003;910;superficial, contusion, crushing injuries;910-919.99
S208;910;superficial, contusion, crushing injuries;910-919.99
S008;910;superficial, contusion, crushing injuries;910-919.99
S108;910;superficial, contusion, crushing injuries;910-919.99
S000;910;superficial, contusion, crushing injuries;910-919.99
S20;910;superficial, contusion, crushing injuries;910-919.99
T090;910;superficial, contusion, crushing injuries;910-919.99
T140;910;superficial, contusion, crushing injuries;910-919.99
T110;910;superficial, contusion, crushing injuries;910-919.99
S60;910;superficial, contusion, crushing injuries;910-919.99
Y535;940;BURNS;940-949.99
Y554;940;BURNS;940-949.99
T262;940;BURNS;940-949.99
T280;940;BURNS;940-949.99
Y553;940;BURNS;940-949.99
T281;940;BURNS;940-949.99
Y534;940;BURNS;940-949.99
Y532;940;BURNS;940-949.99
Y516;940;BURNS;940-949.99
Y510;940;BURNS;940-949.99
Y536;940;BURNS;940-949.99
Y526;940;BURNS;940-949.99
Y553;940;BURNS;940-949.99
Y517;940;BURNS;940-949.99
Y521;940;BURNS;940-949.99
Y520;940;BURNS;940-949.99
Y518;940;BURNS;940-949.99
Y523;940;BURNS;940-949.99
Y535;940;BURNS;940-949.99
Y554;940;BURNS;940-949.99
Y512;940;BURNS;940-949.99
Y530;940;BURNS;940-949.99
Y588;940;BURNS;940-949.99
Y552;940;BURNS;940-949.99
Y589;940;BURNS;940-949.99
Y531;940;BURNS;940-949.99
Y522;940;BURNS;940-949.99
Y534;940;BURNS;940-949.99
Y513;940;BURNS;940-949.99
Y511;940;BURNS;940-949.99
Y550;940;BURNS;940-949.99
Y527;940;BURNS;940-949.99
Y514;940;BURNS;940-949.99
Y515;940;BURNS;940-949.99
Y533;940;BURNS;940-949.99
Y551;940;BURNS;940-949.99
Y532;940;BURNS;940-949.99
Y516;940;BURNS;940-949.99
Y510;940;BURNS;940-949.99
Y536;940;BURNS;940-949.99
Y526;940;BURNS;940-949.99
Y517;940;BURNS;940-949.99
T271;940;BURNS;940-949.99
T261;940;BURNS;940-949.99
T264;940;BURNS;940-949.99
T260;940;BURNS;940-949.99
T251;940;BURNS;940-949.99
T301;940;BURNS;940-949.99
T283;940;BURNS;940-949.99
T270;940;BURNS;940-949.99
T284;940;BURNS;940-949.99
T282;940;BURNS;940-949.99
T263;940;BURNS;940-949.99
T272;940;BURNS;940-949.99
T273;940;BURNS;940-949.99
T252;940;BURNS;940-949.99
T302;940;BURNS;940-949.99
T253;940;BURNS;940-949.99
T303;940;BURNS;940-949.99
T300;940;BURNS;940-949.99
T250;940;BURNS;940-949.99
T293;940;BURNS;940-949.99
T291;940;BURNS;940-949.99
T292;940;BURNS;940-949.99
T290;940;BURNS;940-949.99
Y521;940;BURNS;940-949.99
Y520;940;BURNS;940-949.99
Y518;940;BURNS;940-949.99
Y523;940;BURNS;940-949.99
Y512;940;BURNS;940-949.99
Y530;940;BURNS;940-949.99
Y588;940;BURNS;940-949.99
Y552;940;BURNS;940-949.99
Y589;940;BURNS;940-949.99
Y531;940;BURNS;940-949.99
Y522;940;BURNS;940-949.99
Y513;940;BURNS;940-949.99
Y511;940;BURNS;940-949.99
Y550;940;BURNS;940-949.99
Y527;940;BURNS;940-949.99
Y514;940;BURNS;940-949.99
Y515;940;BURNS;940-949.99
Y533;940;BURNS;940-949.99
Y551;940;BURNS;940-949.99
Y55;940;BURNS;940-949.99
Y52;940;BURNS;940-949.99
Y53;940;BURNS;940-949.99
Y51;940;BURNS;940-949.99
Y55;940;BURNS;940-949.99
Y52;940;BURNS;940-949.99
Y53;940;BURNS;940-949.99
T26;940;BURNS;940-949.99
T25;940;BURNS;940-949.99
T28;940;BURNS;940-949.99
T27;940;BURNS;940-949.99
T30;940;BURNS;940-949.99
T29;940;BURNS;940-949.99
Y51;940;BURNS;940-949.99
S143;953;Injury to nerve roots and spinal plexus;950-957.99
S344;953;Injury to nerve roots and spinal plexus;950-957.99
S142;953;Injury to nerve roots and spinal plexus;950-957.99
S342;953;Injury to nerve roots and spinal plexus;950-957.99
S242;953;Injury to nerve roots and spinal plexus;950-957.99
T094;953;Injury to nerve roots and spinal plexus;950-957.99
S145;954;Injury to other nerve(s) of trunk, excluding shoulder and pelvic girdles;950-957.99
S345;954;Injury to other nerve(s) of trunk, excluding shoulder and pelvic girdles;950-957.99
S348;954;Injury to other nerve(s) of trunk, excluding shoulder and pelvic girdles;950-957.99
S245;954;Injury to other nerve(s) of trunk, excluding shoulder and pelvic girdles;950-957.99
S346;954;Injury to other nerve(s) of trunk, excluding shoulder and pelvic girdles;950-957.99
S243;954;Injury to other nerve(s) of trunk, excluding shoulder and pelvic girdles;950-957.99
S244;954;Injury to other nerve(s) of trunk, excluding shoulder and pelvic girdles;950-957.99
S246;954;Injury to other nerve(s) of trunk, excluding shoulder and pelvic girdles;950-957.99
S943;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S742;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S842;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S942;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S741;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S940;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S941;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S947;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S747;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S847;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S948;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S748;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S848;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S841;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S740;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S840;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S949;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S749;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S849;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
T133;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S94;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S74;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S84;956;Injury to peripheral nerve(s) of pelvic girdle and lower limb;950-957.99
S040;950;Injury to optic nerve and pathways;950-957.99
S04;950;Injury to optic nerve and pathways;950-957.99
S343;952;Spinal cord injury without evidence of spinal bone injury;950-957.99
S140;952;Spinal cord injury without evidence of spinal bone injury;950-957.99
S340;952;Spinal cord injury without evidence of spinal bone injury;950-957.99
S240;952;Spinal cord injury without evidence of spinal bone injury;950-957.99
T060;952;Spinal cord injury without evidence of spinal bone injury;950-957.99
T061;952;Spinal cord injury without evidence of spinal bone injury;950-957.99
T093;952;Spinal cord injury without evidence of spinal bone injury;950-957.99
S341;952;Spinal cord injury without evidence of spinal bone injury;950-957.99
S34;952;Spinal cord injury without evidence of spinal bone injury;950-957.99
S14;952;Spinal cord injury without evidence of spinal bone injury;950-957.99
S24;952;Spinal cord injury without evidence of spinal bone injury;950-957.99
T06;952;Spinal cord injury without evidence of spinal bone injury;950-957.99
T062;957;Injury to other and unspecified nerves;950-957.99
T144;957;Injury to other and unspecified nerves;950-957.99
S146;957;Injury to other and unspecified nerves;950-957.99
S144;957;Injury to other and unspecified nerves;950-957.99
S443;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S444;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S543;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S445;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S644;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S643;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S541;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S441;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S641;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S547;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S447;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S647;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S548;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S448;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S648;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S542;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S442;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S642;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S540;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S440;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S640;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S549;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S449;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S649;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
T113;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S44;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S54;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S64;955;Injury to peripheral nerve(s) of shoulder girdle and upper limb;950-957.99
S047;951;Injury to other cranial nerve(s);950-957.99
S046;951;Injury to other cranial nerve(s);950-957.99
S045;951;Injury to other cranial nerve(s);950-957.99
S041;951;Injury to other cranial nerve(s);950-957.99
S043;951;Injury to other cranial nerve(s);950-957.99
S042;951;Injury to other cranial nerve(s);950-957.99
S044;951;Injury to other cranial nerve(s);950-957.99
S048;951;Injury to other cranial nerve(s);950-957.99
S049;951;Injury to other cranial nerve(s);950-957.99
T794;958;Certain early complications of trauma;958-959.99
T795;958;Certain early complications of trauma;958-959.99
T797;958;Certain early complications of trauma;958-959.99
T798;958;Certain early complications of trauma;958-959.99
T790;958;Certain early complications of trauma;958-959.99
T791;958;Certain early complications of trauma;958-959.99
T793;958;Certain early complications of trauma;958-959.99
T796;958;Certain early complications of trauma;958-959.99
T792;958;Certain early complications of trauma;958-959.99
T799;958;Certain early complications of trauma;958-959.99
T79;958;Certain early complications of trauma;958-959.99
T149;959;Injury, other and unspecified;958-959.99
S997;959;Injury, other and unspecified;958-959.99
S597;959;Injury, other and unspecified;958-959.99
S097;959;Injury, other and unspecified;958-959.99
S797;959;Injury, other and unspecified;958-959.99
S897;959;Injury, other and unspecified;958-959.99
S197;959;Injury, other and unspecified;958-959.99
S497;959;Injury, other and unspecified;958-959.99
S297;959;Injury, other and unspecified;958-959.99
S697;959;Injury, other and unspecified;958-959.99
T148;959;Injury, other and unspecified;958-959.99
T068;959;Injury, other and unspecified;958-959.99
S398;959;Injury, other and unspecified;958-959.99
S998;959;Injury, other and unspecified;958-959.99
S598;959;Injury, other and unspecified;958-959.99
S098;959;Injury, other and unspecified;958-959.99
S798;959;Injury, other and unspecified;958-959.99
S898;959;Injury, other and unspecified;958-959.99
T138;959;Injury, other and unspecified;958-959.99
S198;959;Injury, other and unspecified;958-959.99
S498;959;Injury, other and unspecified;958-959.99
S298;959;Injury, other and unspecified;958-959.99
T098;959;Injury, other and unspecified;958-959.99
T118;959;Injury, other and unspecified;958-959.99
S698;959;Injury, other and unspecified;958-959.99
Y870;959;Injury, other and unspecified;958-959.99
S399;959;Injury, other and unspecified;958-959.99
S999;959;Injury, other and unspecified;958-959.99
S599;959;Injury, other and unspecified;958-959.99
S799;959;Injury, other and unspecified;958-959.99
S899;959;Injury, other and unspecified;958-959.99
T139;959;Injury, other and unspecified;958-959.99
S199;959;Injury, other and unspecified;958-959.99
S499;959;Injury, other and unspecified;958-959.99
S299;959;Injury, other and unspecified;958-959.99
T099;959;Injury, other and unspecified;958-959.99
T119;959;Injury, other and unspecified;958-959.99
S699;959;Injury, other and unspecified;958-959.99
T07;959;Injury, other and unspecified;958-959.99
Y87;959;Injury, other and unspecified;958-959.99
T484;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T483;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T484;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T483;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T485;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T486;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T482;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T487;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T480;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T485;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T486;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T482;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T487;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T480;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T481;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T481;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T48;975;Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system;960-979.99
T420;966;Poisoning by anticonvulsants and anti-Parkinsonism drugs;960-979.99
T427;966;Poisoning by anticonvulsants and anti-Parkinsonism drugs;960-979.99
T428;966;Poisoning by anticonvulsants and anti-Parkinsonism drugs;960-979.99
T420;966;Poisoning by anticonvulsants and anti-Parkinsonism drugs;960-979.99
T421;966;Poisoning by anticonvulsants and anti-Parkinsonism drugs;960-979.99
T425;966;Poisoning by anticonvulsants and anti-Parkinsonism drugs;960-979.99
T426;966;Poisoning by anticonvulsants and anti-Parkinsonism drugs;960-979.99
T427;966;Poisoning by anticonvulsants and anti-Parkinsonism drugs;960-979.99
T428;966;Poisoning by anticonvulsants and anti-Parkinsonism drugs;960-979.99
T421;966;Poisoning by anticonvulsants and anti-Parkinsonism drugs;960-979.99
T425;966;Poisoning by anticonvulsants and anti-Parkinsonism drugs;960-979.99
T426;966;Poisoning by anticonvulsants and anti-Parkinsonism drugs;960-979.99
T422;966;Poisoning by anticonvulsants and anti-Parkinsonism drugs;960-979.99
T422;966;Poisoning by anticonvulsants and anti-Parkinsonism drugs;960-979.99
T42;966;Poisoning by anticonvulsants and anti-Parkinsonism drugs;960-979.99
T424;969;Poisoning by psychotropic agents;960-979.99
T434;969;Poisoning by psychotropic agents;960-979.99
T407;969;Poisoning by psychotropic agents;960-979.99
T408;969;Poisoning by psychotropic agents;960-979.99
T431;969;Poisoning by psychotropic agents;960-979.99
T432;969;Poisoning by psychotropic agents;960-979.99
T435;969;Poisoning by psychotropic agents;960-979.99
T409;969;Poisoning by psychotropic agents;960-979.99
T438;969;Poisoning by psychotropic agents;960-979.99
T433;969;Poisoning by psychotropic agents;960-979.99
T424;969;Poisoning by psychotropic agents;960-979.99
T434;969;Poisoning by psychotropic agents;960-979.99
T407;969;Poisoning by psychotropic agents;960-979.99
T408;969;Poisoning by psychotropic agents;960-979.99
T431;969;Poisoning by psychotropic agents;960-979.99
T432;969;Poisoning by psychotropic agents;960-979.99
T435;969;Poisoning by psychotropic agents;960-979.99
T409;969;Poisoning by psychotropic agents;960-979.99
T438;969;Poisoning by psychotropic agents;960-979.99
T433;969;Poisoning by psychotropic agents;960-979.99
T436;969;Poisoning by psychotropic agents;960-979.99
T439;969;Poisoning by psychotropic agents;960-979.99
T430;969;Poisoning by psychotropic agents;960-979.99
T436;969;Poisoning by psychotropic agents;960-979.99
T439;969;Poisoning by psychotropic agents;960-979.99
T430;969;Poisoning by psychotropic agents;960-979.99
T43;969;Poisoning by psychotropic agents;960-979.99
T507;970;Poisoning by central nervous system stimulants;960-979.99
T507;970;Poisoning by central nervous system stimulants;960-979.99
T505;977;Poisoning by other and unspecified drugs and medicinal substances;960-979.99
T508;977;Poisoning by other and unspecified drugs and medicinal substances;960-979.99
T506;977;Poisoning by other and unspecified drugs and medicinal substances;960-979.99
T506;977;Poisoning by other and unspecified drugs and medicinal substances;960-979.99
T509;977;Poisoning by other and unspecified drugs and medicinal substances;960-979.99
T505;977;Poisoning by other and unspecified drugs and medicinal substances;960-979.99
T508;977;Poisoning by other and unspecified drugs and medicinal substances;960-979.99
T509;977;Poisoning by other and unspecified drugs and medicinal substances;960-979.99
T411;968;Poisoning by other central nervous system depressants and anesthetics;960-979.99
T412;968;Poisoning by other central nervous system depressants and anesthetics;960-979.99
T414;968;Poisoning by other central nervous system depressants and anesthetics;960-979.99
T410;968;Poisoning by other central nervous system depressants and anesthetics;960-979.99
T413;968;Poisoning by other central nervous system depressants and anesthetics;960-979.99
T412;968;Poisoning by other central nervous system depressants and anesthetics;960-979.99
T414;968;Poisoning by other central nervous system depressants and anesthetics;960-979.99
T410;968;Poisoning by other central nervous system depressants and anesthetics;960-979.99
T411;968;Poisoning by other central nervous system depressants and anesthetics;960-979.99
T413;968;Poisoning by other central nervous system depressants and anesthetics;960-979.99
T41;968;Poisoning by other central nervous system depressants and anesthetics;960-979.99
T475;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T477;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T475;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T477;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T474;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T472;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T479;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T476;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T470;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T478;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T471;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T479;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T476;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T470;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T478;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T471;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T474;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T473;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T472;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T473;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T47;973;Poisoning by agents primarily affecting the gastrointestinal system;960-979.99
T450;963;Poisoning by primarily systemic agents;960-979.99
T451;963;Poisoning by primarily systemic agents;960-979.99
T453;963;Poisoning by primarily systemic agents;960-979.99
T452;963;Poisoning by primarily systemic agents;960-979.99
T450;963;Poisoning by primarily systemic agents;960-979.99
T451;963;Poisoning by primarily systemic agents;960-979.99
T453;963;Poisoning by primarily systemic agents;960-979.99
