PHEWAS_CODE;ICD10_CODE;EXCLUSION;STR
W12;W128;W00-W19;Fall on and from scaffolding
W13;W132;W00-W19;Fall from, out of or through building or structure
W13;W13;W00-W19;Fall from, out of or through building or structure
W13;W135;W00-W19;Fall from, out of or through building or structure
W13;W133;W00-W19;Fall from, out of or through building or structure
W13;W131;W00-W19;Fall from, out of or through building or structure
W13;W134;W00-W19;Fall from, out of or through building or structure
W13;W136;W00-W19;Fall from, out of or through building or structure
W13;W139;W00-W19;Fall from, out of or through building or structure
W13;W130;W00-W19;Fall from, out of or through building or structure
W13;W138;W00-W19;Fall from, out of or through building or structure
W13;W137;W00-W19;Fall from, out of or through building or structure
W14;W149;W00-W19;Fall from tree
W14;W140;W00-W19;Fall from tree
W14;W148;W00-W19;Fall from tree
W14;W144;W00-W19;Fall from tree
W14;W143;W00-W19;Fall from tree
W14;W147;W00-W19;Fall from tree
W14;W141;W00-W19;Fall from tree
W14;W14;W00-W19;Fall from tree
W14;W146;W00-W19;Fall from tree
W14;W142;W00-W19;Fall from tree
W14;W145;W00-W19;Fall from tree
W15;W15;W00-W19;Fall from cliff
W15;W150;W00-W19;Fall from cliff
W15;W154;W00-W19;Fall from cliff
W15;W157;W00-W19;Fall from cliff
W15;W159;W00-W19;Fall from cliff
W15;W152;W00-W19;Fall from cliff
W15;W153;W00-W19;Fall from cliff
W15;W151;W00-W19;Fall from cliff
W15;W156;W00-W19;Fall from cliff
W15;W155;W00-W19;Fall from cliff
W15;W158;W00-W19;Fall from cliff
W16;W168;W00-W19;Diving or jumping into water causing injury other than drowning or submersion
W16;W160;W00-W19;Diving or jumping into water causing injury other than drowning or submersion
W16;W165;W00-W19;Diving or jumping into water causing injury other than drowning or submersion
W16;W162;W00-W19;Diving or jumping into water causing injury other than drowning or submersion
W16;W169;W00-W19;Diving or jumping into water causing injury other than drowning or submersion
W16;W161;W00-W19;Diving or jumping into water causing injury other than drowning or submersion
W16;W167;W00-W19;Diving or jumping into water causing injury other than drowning or submersion
W16;W16;W00-W19;Diving or jumping into water causing injury other than drowning or submersion
W16;W163;W00-W19;Diving or jumping into water causing injury other than drowning or submersion
W16;W166;W00-W19;Diving or jumping into water causing injury other than drowning or submersion
W16;W164;W00-W19;Diving or jumping into water causing injury other than drowning or submersion
W17;W178;W00-W19;Other fall from one level to another
W17;W174;W00-W19;Other fall from one level to another
W17;W171;W00-W19;Other fall from one level to another
W17;W17;W00-W19;Other fall from one level to another
W17;W177;W00-W19;Other fall from one level to another
W17;W173;W00-W19;Other fall from one level to another
W17;W176;W00-W19;Other fall from one level to another
W17;W179;W00-W19;Other fall from one level to another
W17;W172;W00-W19;Other fall from one level to another
W17;W170;W00-W19;Other fall from one level to another
W17;W175;W00-W19;Other fall from one level to another
W18;W189;W00-W19;Other fall on same level
W18;W188;W00-W19;Other fall on same level
W18;W181;W00-W19;Other fall on same level
W18;W18;W00-W19;Other fall on same level
W18;W180;W00-W19;Other fall on same level
W18;W187;W00-W19;Other fall on same level
W18;W183;W00-W19;Other fall on same level
W18;W186;W00-W19;Other fall on same level
W18;W185;W00-W19;Other fall on same level
W18;W184;W00-W19;Other fall on same level
W18;W182;W00-W19;Other fall on same level
W19;W196;W00-W19;Unspecified fall
W19;W197;W00-W19;Unspecified fall
W19;W19;W00-W19;Unspecified fall
W19;W195;W00-W19;Unspecified fall
W19;W193;W00-W19;Unspecified fall
W19;W190;W00-W19;Unspecified fall
W19;W194;W00-W19;Unspecified fall
W19;W191;W00-W19;Unspecified fall
W19;W192;W00-W19;Unspecified fall
W19;W198;W00-W19;Unspecified fall
W19;W199;W00-W19;Unspecified fall
W20;W206;W20-W49;Struck by thrown, projected or falling object
W20;W205;W20-W49;Struck by thrown, projected or falling object
W20;W202;W20-W49;Struck by thrown, projected or falling object
W20;W201;W20-W49;Struck by thrown, projected or falling object
W20;W200;W20-W49;Struck by thrown, projected or falling object
W20;W209;W20-W49;Struck by thrown, projected or falling object
W20;W204;W20-W49;Struck by thrown, projected or falling object
W20;W203;W20-W49;Struck by thrown, projected or falling object
W20;W20;W20-W49;Struck by thrown, projected or falling object
W20;W208;W20-W49;Struck by thrown, projected or falling object
W20;W207;W20-W49;Struck by thrown, projected or falling object
W21;W212;W20-W49;Striking against or struck by sports equipment
W21;W210;W20-W49;Striking against or struck by sports equipment
W21;W215;W20-W49;Striking against or struck by sports equipment
W21;W21;W20-W49;Striking against or struck by sports equipment
W21;W214;W20-W49;Striking against or struck by sports equipment
W21;W211;W20-W49;Striking against or struck by sports equipment
W21;W219;W20-W49;Striking against or struck by sports equipment
W21;W218;W20-W49;Striking against or struck by sports equipment
W21;W213;W20-W49;Striking against or struck by sports equipment
W21;W217;W20-W49;Striking against or struck by sports equipment
W21;W216;W20-W49;Striking against or struck by sports equipment
W22;W226;W20-W49;Striking against or struck by other objects
W22;W229;W20-W49;Striking against or struck by other objects
W22;W221;W20-W49;Striking against or struck by other objects
W22;W225;W20-W49;Striking against or struck by other objects
W22;W224;W20-W49;Striking against or struck by other objects
W22;W220;W20-W49;Striking against or struck by other objects
W22;W222;W20-W49;Striking against or struck by other objects
W22;W228;W20-W49;Striking against or struck by other objects
W22;W223;W20-W49;Striking against or struck by other objects
W22;W22;W20-W49;Striking against or struck by other objects
W22;W227;W20-W49;Striking against or struck by other objects
W23;W23;W20-W49;Caught, crushed, jammed or pinched in or between objects
W23;W236;W20-W49;Caught, crushed, jammed or pinched in or between objects
W23;W237;W20-W49;Caught, crushed, jammed or pinched in or between objects
W23;W235;W20-W49;Caught, crushed, jammed or pinched in or between objects
W23;W233;W20-W49;Caught, crushed, jammed or pinched in or between objects
W23;W231;W20-W49;Caught, crushed, jammed or pinched in or between objects
W23;W239;W20-W49;Caught, crushed, jammed or pinched in or between objects
W23;W238;W20-W49;Caught, crushed, jammed or pinched in or between objects
W23;W230;W20-W49;Caught, crushed, jammed or pinched in or between objects
W23;W232;W20-W49;Caught, crushed, jammed or pinched in or between objects
W23;W234;W20-W49;Caught, crushed, jammed or pinched in or between objects
W24;W247;W20-W49;Contact with lifting and transmission devices, not elsewhere classified
W24;W249;W20-W49;Contact with lifting and transmission devices, not elsewhere classified
W24;W248;W20-W49;Contact with lifting and transmission devices, not elsewhere classified
W24;W240;W20-W49;Contact with lifting and transmission devices, not elsewhere classified
W24;W244;W20-W49;Contact with lifting and transmission devices, not elsewhere classified
W24;W243;W20-W49;Contact with lifting and transmission devices, not elsewhere classified
W24;W241;W20-W49;Contact with lifting and transmission devices, not elsewhere classified
W24;W246;W20-W49;Contact with lifting and transmission devices, not elsewhere classified
W24;W24;W20-W49;Contact with lifting and transmission devices, not elsewhere classified
W24;W242;W20-W49;Contact with lifting and transmission devices, not elsewhere classified
W24;W245;W20-W49;Contact with lifting and transmission devices, not elsewhere classified
W25;W255;W20-W49;Contact with sharp glass
W25;W254;W20-W49;Contact with sharp glass
W25;W250;W20-W49;Contact with sharp glass
W25;W257;W20-W49;Contact with sharp glass
W25;W253;W20-W49;Contact with sharp glass
W25;W252;W20-W49;Contact with sharp glass
W25;W258;W20-W49;Contact with sharp glass
W25;W256;W20-W49;Contact with sharp glass
W25;W25;W20-W49;Contact with sharp glass
W25;W251;W20-W49;Contact with sharp glass
W25;W259;W20-W49;Contact with sharp glass
W26;W264;W20-W49;Contact with knife, sword or dagger
W26;W260;W20-W49;Contact with knife, sword or dagger
W26;W267;W20-W49;Contact with knife, sword or dagger
W26;W265;W20-W49;Contact with knife, sword or dagger
W26;W26;W20-W49;Contact with knife, sword or dagger
W26;W262;W20-W49;Contact with knife, sword or dagger
W26;W266;W20-W49;Contact with knife, sword or dagger
W26;W261;W20-W49;Contact with knife, sword or dagger
W26;W268;W20-W49;Contact with knife, sword or dagger
W26;W263;W20-W49;Contact with knife, sword or dagger
W26;W269;W20-W49;Contact with knife, sword or dagger
W27;W273;W20-W49;Contact with nonpowered hand tool
W27;W279;W20-W49;Contact with nonpowered hand tool
W27;W278;W20-W49;Contact with nonpowered hand tool
W27;W272;W20-W49;Contact with nonpowered hand tool
W27;W276;W20-W49;Contact with nonpowered hand tool
W27;W274;W20-W49;Contact with nonpowered hand tool
W27;W271;W20-W49;Contact with nonpowered hand tool
W27;W27;W20-W49;Contact with nonpowered hand tool
W27;W275;W20-W49;Contact with nonpowered hand tool
W27;W277;W20-W49;Contact with nonpowered hand tool
W27;W270;W20-W49;Contact with nonpowered hand tool
W28;W288;W20-W49;Contact with powered lawnmower
W28;W289;W20-W49;Contact with powered lawnmower
W28;W28;W20-W49;Contact with powered lawnmower
W28;W285;W20-W49;Contact with powered lawnmower
W28;W284;W20-W49;Contact with powered lawnmower
W28;W280;W20-W49;Contact with powered lawnmower
W28;W282;W20-W49;Contact with powered lawnmower
W28;W281;W20-W49;Contact with powered lawnmower
W28;W283;W20-W49;Contact with powered lawnmower
W28;W286;W20-W49;Contact with powered lawnmower
W28;W287;W20-W49;Contact with powered lawnmower
W29;W294;W20-W49;Contact with other powered hand tools and household machinery
W29;W29;W20-W49;Contact with other powered hand tools and household machinery
W29;W292;W20-W49;Contact with other powered hand tools and household machinery
W29;W290;W20-W49;Contact with other powered hand tools and household machinery
W29;W296;W20-W49;Contact with other powered hand tools and household machinery
W29;W291;W20-W49;Contact with other powered hand tools and household machinery
W29;W299;W20-W49;Contact with other powered hand tools and household machinery
W29;W295;W20-W49;Contact with other powered hand tools and household machinery
W29;W293;W20-W49;Contact with other powered hand tools and household machinery
W29;W298;W20-W49;Contact with other powered hand tools and household machinery
W29;W297;W20-W49;Contact with other powered hand tools and household machinery
W30;W301;W20-W49;Contact with agricultural machinery
W30;W30;W20-W49;Contact with agricultural machinery
W30;W304;W20-W49;Contact with agricultural machinery
W30;W302;W20-W49;Contact with agricultural machinery
W30;W300;W20-W49;Contact with agricultural machinery
W30;W303;W20-W49;Contact with agricultural machinery
W30;W306;W20-W49;Contact with agricultural machinery
W30;W305;W20-W49;Contact with agricultural machinery
W30;W309;W20-W49;Contact with agricultural machinery
W30;W307;W20-W49;Contact with agricultural machinery
W30;W308;W20-W49;Contact with agricultural machinery
W31;W31;W20-W49;Contact with other and unspecified machinery
W31;W311;W20-W49;Contact with other and unspecified machinery
W31;W313;W20-W49;Contact with other and unspecified machinery
W31;W319;W20-W49;Contact with other and unspecified machinery
W31;W312;W20-W49;Contact with other and unspecified machinery
W31;W314;W20-W49;Contact with other and unspecified machinery
W31;W318;W20-W49;Contact with other and unspecified machinery
W31;W310;W20-W49;Contact with other and unspecified machinery
W31;W316;W20-W49;Contact with other and unspecified machinery
W31;W317;W20-W49;Contact with other and unspecified machinery
W31;W315;W20-W49;Contact with other and unspecified machinery
W32;W329;W20-W49;Handgun discharge
W32;W328;W20-W49;Handgun discharge
W32;W327;W20-W49;Handgun discharge
W32;W321;W20-W49;Handgun discharge
W32;W32;W20-W49;Handgun discharge
W32;W322;W20-W49;Handgun discharge
W32;W324;W20-W49;Handgun discharge
W32;W323;W20-W49;Handgun discharge
W32;W320;W20-W49;Handgun discharge
W32;W326;W20-W49;Handgun discharge
W32;W325;W20-W49;Handgun discharge
W33;W330;W20-W49;Rifle, shotgun and larger firearm discharge
W33;W336;W20-W49;Rifle, shotgun and larger firearm discharge
W33;W339;W20-W49;Rifle, shotgun and larger firearm discharge
W33;W33;W20-W49;Rifle, shotgun and larger firearm discharge
W33;W335;W20-W49;Rifle, shotgun and larger firearm discharge
W33;W334;W20-W49;Rifle, shotgun and larger firearm discharge
W33;W332;W20-W49;Rifle, shotgun and larger firearm discharge
W33;W333;W20-W49;Rifle, shotgun and larger firearm discharge
W33;W331;W20-W49;Rifle, shotgun and larger firearm discharge
W33;W337;W20-W49;Rifle, shotgun and larger firearm discharge
W33;W338;W20-W49;Rifle, shotgun and larger firearm discharge
W34;W342;W20-W49;Discharge from other and unspecified firearms
W34;W341;W20-W49;Discharge from other and unspecified firearms
W34;W340;W20-W49;Discharge from other and unspecified firearms
W34;W346;W20-W49;Discharge from other and unspecified firearms
W34;W343;W20-W49;Discharge from other and unspecified firearms
W34;W344;W20-W49;Discharge from other and unspecified firearms
W34;W34;W20-W49;Discharge from other and unspecified firearms
W34;W345;W20-W49;Discharge from other and unspecified firearms
W34;W349;W20-W49;Discharge from other and unspecified firearms
W34;W348;W20-W49;Discharge from other and unspecified firearms
W34;W347;W20-W49;Discharge from other and unspecified firearms
W35;W35;W20-W49;Explosion and rupture of boiler
W35;W351;W20-W49;Explosion and rupture of boiler
W35;W358;W20-W49;Explosion and rupture of boiler
W35;W353;W20-W49;Explosion and rupture of boiler
W35;W356;W20-W49;Explosion and rupture of boiler
W35;W359;W20-W49;Explosion and rupture of boiler
W35;W350;W20-W49;Explosion and rupture of boiler
W35;W355;W20-W49;Explosion and rupture of boiler
W35;W354;W20-W49;Explosion and rupture of boiler
W35;W357;W20-W49;Explosion and rupture of boiler
W35;W352;W20-W49;Explosion and rupture of boiler
W36;W367;W20-W49;Explosion and rupture of gas cylinder
W36;W366;W20-W49;Explosion and rupture of gas cylinder
W36;W363;W20-W49;Explosion and rupture of gas cylinder
W36;W365;W20-W49;Explosion and rupture of gas cylinder
W36;W369;W20-W49;Explosion and rupture of gas cylinder
W36;W361;W20-W49;Explosion and rupture of gas cylinder
W36;W362;W20-W49;Explosion and rupture of gas cylinder
W36;W360;W20-W49;Explosion and rupture of gas cylinder
W36;W364;W20-W49;Explosion and rupture of gas cylinder
W36;W368;W20-W49;Explosion and rupture of gas cylinder
W36;W36;W20-W49;Explosion and rupture of gas cylinder
W37;W370;W20-W49;Explosion and rupture of pressurized tyre, pipe or hose
W37;W373;W20-W49;Explosion and rupture of pressurized tyre, pipe or hose
W37;W372;W20-W49;Explosion and rupture of pressurized tyre, pipe or hose
W37;W377;W20-W49;Explosion and rupture of pressurized tyre, pipe or hose
W37;W379;W20-W49;Explosion and rupture of pressurized tyre, pipe or hose
W37;W371;W20-W49;Explosion and rupture of pressurized tyre, pipe or hose
W37;W376;W20-W49;Explosion and rupture of pressurized tyre, pipe or hose
W37;W374;W20-W49;Explosion and rupture of pressurized tyre, pipe or hose
W37;W37;W20-W49;Explosion and rupture of pressurized tyre, pipe or hose
W37;W378;W20-W49;Explosion and rupture of pressurized tyre, pipe or hose
W37;W375;W20-W49;Explosion and rupture of pressurized tyre, pipe or hose
W38;W381;W20-W49;Explosion and rupture of other specified pressurized devices
W38;W388;W20-W49;Explosion and rupture of other specified pressurized devices
W38;W389;W20-W49;Explosion and rupture of other specified pressurized devices
W38;W380;W20-W49;Explosion and rupture of other specified pressurized devices
W38;W38;W20-W49;Explosion and rupture of other specified pressurized devices
W38;W385;W20-W49;Explosion and rupture of other specified pressurized devices
W38;W383;W20-W49;Explosion and rupture of other specified pressurized devices
W38;W384;W20-W49;Explosion and rupture of other specified pressurized devices
W38;W382;W20-W49;Explosion and rupture of other specified pressurized devices
W38;W387;W20-W49;Explosion and rupture of other specified pressurized devices
W38;W386;W20-W49;Explosion and rupture of other specified pressurized devices
W39;W397;W20-W49;Discharge of firework
W39;W396;W20-W49;Discharge of firework
W39;W399;W20-W49;Discharge of firework
W39;W398;W20-W49;Discharge of firework
W39;W39;W20-W49;Discharge of firework
W39;W391;W20-W49;Discharge of firework
W39;W394;W20-W49;Discharge of firework
W39;W395;W20-W49;Discharge of firework
W39;W393;W20-W49;Discharge of firework
W39;W390;W20-W49;Discharge of firework
W39;W392;W20-W49;Discharge of firework
W40;W401;W20-W49;Explosion of other materials
W40;W407;W20-W49;Explosion of other materials
W40;W404;W20-W49;Explosion of other materials
W40;W403;W20-W49;Explosion of other materials
W40;W408;W20-W49;Explosion of other materials
W40;W402;W20-W49;Explosion of other materials
W40;W400;W20-W49;Explosion of other materials
W40;W40;W20-W49;Explosion of other materials
W40;W405;W20-W49;Explosion of other materials
W40;W409;W20-W49;Explosion of other materials
W40;W406;W20-W49;Explosion of other materials
W41;W410;W20-W49;Exposure to high-pressure jet
W41;W415;W20-W49;Exposure to high-pressure jet
W41;W419;W20-W49;Exposure to high-pressure jet
W41;W414;W20-W49;Exposure to high-pressure jet
W41;W41;W20-W49;Exposure to high-pressure jet
W41;W411;W20-W49;Exposure to high-pressure jet
W41;W412;W20-W49;Exposure to high-pressure jet
W41;W418;W20-W49;Exposure to high-pressure jet
W41;W417;W20-W49;Exposure to high-pressure jet
W41;W413;W20-W49;Exposure to high-pressure jet
W41;W416;W20-W49;Exposure to high-pressure jet
W42;W420;W20-W49;Exposure to noise
W42;W422;W20-W49;Exposure to noise
W42;W421;W20-W49;Exposure to noise
W42;W428;W20-W49;Exposure to noise
W42;W426;W20-W49;Exposure to noise
W42;W424;W20-W49;Exposure to noise
W42;W427;W20-W49;Exposure to noise
W42;W425;W20-W49;Exposure to noise
W42;W42;W20-W49;Exposure to noise
W42;W429;W20-W49;Exposure to noise
W42;W423;W20-W49;Exposure to noise
W43;W43;W20-W49;Exposure to vibration
W43;W434;W20-W49;Exposure to vibration
W43;W432;W20-W49;Exposure to vibration
W43;W435;W20-W49;Exposure to vibration
W43;W433;W20-W49;Exposure to vibration
W43;W439;W20-W49;Exposure to vibration
W43;W438;W20-W49;Exposure to vibration
W43;W431;W20-W49;Exposure to vibration
W43;W436;W20-W49;Exposure to vibration
W43;W437;W20-W49;Exposure to vibration
W43;W430;W20-W49;Exposure to vibration
W44;W445;W20-W49;Foreign body entering into or through eye or natural orifice
W44;W440;W20-W49;Foreign body entering into or through eye or natural orifice
W44;W446;W20-W49;Foreign body entering into or through eye or natural orifice
W44;W447;W20-W49;Foreign body entering into or through eye or natural orifice
W44;W448;W20-W49;Foreign body entering into or through eye or natural orifice
W44;W443;W20-W49;Foreign body entering into or through eye or natural orifice
W44;W442;W20-W49;Foreign body entering into or through eye or natural orifice
W44;W444;W20-W49;Foreign body entering into or through eye or natural orifice
W44;W449;W20-W49;Foreign body entering into or through eye or natural orifice
W44;W44;W20-W49;Foreign body entering into or through eye or natural orifice
W44;W441;W20-W49;Foreign body entering into or through eye or natural orifice
W45;W457;W20-W49;Foreign body or object entering through skin
W45;W452;W20-W49;Foreign body or object entering through skin
W45;W456;W20-W49;Foreign body or object entering through skin
W45;W454;W20-W49;Foreign body or object entering through skin
W45;W459;W20-W49;Foreign body or object entering through skin
W45;W458;W20-W49;Foreign body or object entering through skin
W45;W450;W20-W49;Foreign body or object entering through skin
W45;W45;W20-W49;Foreign body or object entering through skin
W45;W451;W20-W49;Foreign body or object entering through skin
W45;W455;W20-W49;Foreign body or object entering through skin
W45;W453;W20-W49;Foreign body or object entering through skin
W49;W497;W20-W49;Exposure to other and unspecified inanimate mechanical forces
W49;W496;W20-W49;Exposure to other and unspecified inanimate mechanical forces
W49;W491;W20-W49;Exposure to other and unspecified inanimate mechanical forces
W49;W492;W20-W49;Exposure to other and unspecified inanimate mechanical forces
W49;W498;W20-W49;Exposure to other and unspecified inanimate mechanical forces
W49;W49;W20-W49;Exposure to other and unspecified inanimate mechanical forces
W49;W494;W20-W49;Exposure to other and unspecified inanimate mechanical forces
W49;W495;W20-W49;Exposure to other and unspecified inanimate mechanical forces
W49;W493;W20-W49;Exposure to other and unspecified inanimate mechanical forces
W49;W490;W20-W49;Exposure to other and unspecified inanimate mechanical forces
W49;W499;W20-W49;Exposure to other and unspecified inanimate mechanical forces
W50;W506;W50-W64;Hit, struck, kicked, twisted, bitten or scratched by another person
W50;W502;W50-W64;Hit, struck, kicked, twisted, bitten or scratched by another person
W50;W509;W50-W64;Hit, struck, kicked, twisted, bitten or scratched by another person
W50;W505;W50-W64;Hit, struck, kicked, twisted, bitten or scratched by another person
W50;W503;W50-W64;Hit, struck, kicked, twisted, bitten or scratched by another person
W50;W508;W50-W64;Hit, struck, kicked, twisted, bitten or scratched by another person
W50;W507;W50-W64;Hit, struck, kicked, twisted, bitten or scratched by another person
W50;W504;W50-W64;Hit, struck, kicked, twisted, bitten or scratched by another person
W50;W501;W50-W64;Hit, struck, kicked, twisted, bitten or scratched by another person
W50;W500;W50-W64;Hit, struck, kicked, twisted, bitten or scratched by another person
W50;W50;W50-W64;Hit, struck, kicked, twisted, bitten or scratched by another person
W51;W514;W50-W64;Striking against or bumped into by another person
W51;W518;W50-W64;Striking against or bumped into by another person
W51;W516;W50-W64;Striking against or bumped into by another person
W51;W512;W50-W64;Striking against or bumped into by another person
W51;W51;W50-W64;Striking against or bumped into by another person
W51;W519;W50-W64;Striking against or bumped into by another person
W51;W517;W50-W64;Striking against or bumped into by another person
W51;W511;W50-W64;Striking against or bumped into by another person
W51;W510;W50-W64;Striking against or bumped into by another person
W51;W515;W50-W64;Striking against or bumped into by another person
W51;W513;W50-W64;Striking against or bumped into by another person
W52;W524;W50-W64;Crushed, pushed or stepped on by crowd or human stampede
W52;W523;W50-W64;Crushed, pushed or stepped on by crowd or human stampede
W52;W52;W50-W64;Crushed, pushed or stepped on by crowd or human stampede
W52;W526;W50-W64;Crushed, pushed or stepped on by crowd or human stampede
W52;W520;W50-W64;Crushed, pushed or stepped on by crowd or human stampede
W52;W529;W50-W64;Crushed, pushed or stepped on by crowd or human stampede
W52;W528;W50-W64;Crushed, pushed or stepped on by crowd or human stampede
W52;W522;W50-W64;Crushed, pushed or stepped on by crowd or human stampede
W52;W521;W50-W64;Crushed, pushed or stepped on by crowd or human stampede
W52;W525;W50-W64;Crushed, pushed or stepped on by crowd or human stampede
W52;W527;W50-W64;Crushed, pushed or stepped on by crowd or human stampede
W53;W536;W50-W64;Bitten by rat
W53;W531;W50-W64;Bitten by rat
W53;W530;W50-W64;Bitten by rat
W53;W538;W50-W64;Bitten by rat
W53;W535;W50-W64;Bitten by rat
W53;W534;W50-W64;Bitten by rat
W53;W533;W50-W64;Bitten by rat
W53;W537;W50-W64;Bitten by rat
W53;W539;W50-W64;Bitten by rat
W53;W53;W50-W64;Bitten by rat
W53;W532;W50-W64;Bitten by rat
W54;W544;W50-W64;Bitten or struck by dog
W54;W547;W50-W64;Bitten or struck by dog
W54;W548;W50-W64;Bitten or struck by dog
W54;W545;W50-W64;Bitten or struck by dog
W54;W543;W50-W64;Bitten or struck by dog
W54;W546;W50-W64;Bitten or struck by dog
W54;W54;W50-W64;Bitten or struck by dog
W54;W541;W50-W64;Bitten or struck by dog
W54;W542;W50-W64;Bitten or struck by dog
W54;W549;W50-W64;Bitten or struck by dog
W54;W540;W50-W64;Bitten or struck by dog
W55;W557;W50-W64;Bitten or struck by other mammals
W55;W552;W50-W64;Bitten or struck by other mammals
W55;W55;W50-W64;Bitten or struck by other mammals
W55;W554;W50-W64;Bitten or struck by other mammals
W55;W551;W50-W64;Bitten or struck by other mammals
W55;W558;W50-W64;Bitten or struck by other mammals
W55;W555;W50-W64;Bitten or struck by other mammals
W55;W556;W50-W64;Bitten or struck by other mammals
W55;W550;W50-W64;Bitten or struck by other mammals
W55;W559;W50-W64;Bitten or struck by other mammals
W55;W553;W50-W64;Bitten or struck by other mammals
W56;W560;W50-W64;Contact with marine animal
W56;W561;W50-W64;Contact with marine animal
W56;W56;W50-W64;Contact with marine animal
W56;W568;W50-W64;Contact with marine animal
W56;W567;W50-W64;Contact with marine animal
W56;W564;W50-W64;Contact with marine animal
W56;W565;W50-W64;Contact with marine animal
W56;W566;W50-W64;Contact with marine animal
W56;W569;W50-W64;Contact with marine animal
W56;W562;W50-W64;Contact with marine animal
W56;W563;W50-W64;Contact with marine animal
W57;W575;W50-W64;Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W57;W573;W50-W64;Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W57;W577;W50-W64;Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W57;W574;W50-W64;Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W57;W576;W50-W64;Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W57;W57;W50-W64;Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W57;W572;W50-W64;Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W57;W570;W50-W64;Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W57;W571;W50-W64;Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W57;W579;W50-W64;Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W57;W578;W50-W64;Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W58;W587;W50-W64;Bitten or struck by crocodile or alligator
W58;W585;W50-W64;Bitten or struck by crocodile or alligator
W58;W581;W50-W64;Bitten or struck by crocodile or alligator
W58;W586;W50-W64;Bitten or struck by crocodile or alligator
W58;W58;W50-W64;Bitten or struck by crocodile or alligator
W58;W580;W50-W64;Bitten or struck by crocodile or alligator
W58;W584;W50-W64;Bitten or struck by crocodile or alligator
W58;W582;W50-W64;Bitten or struck by crocodile or alligator
W58;W583;W50-W64;Bitten or struck by crocodile or alligator
W58;W589;W50-W64;Bitten or struck by crocodile or alligator
W58;W588;W50-W64;Bitten or struck by crocodile or alligator
W59;W599;W50-W64;Bitten or crushed by other reptiles
W59;W598;W50-W64;Bitten or crushed by other reptiles
W59;W595;W50-W64;Bitten or crushed by other reptiles
W59;W591;W50-W64;Bitten or crushed by other reptiles
W59;W59;W50-W64;Bitten or crushed by other reptiles
W59;W592;W50-W64;Bitten or crushed by other reptiles
W59;W597;W50-W64;Bitten or crushed by other reptiles
W59;W590;W50-W64;Bitten or crushed by other reptiles
W59;W596;W50-W64;Bitten or crushed by other reptiles
W59;W594;W50-W64;Bitten or crushed by other reptiles
W59;W593;W50-W64;Bitten or crushed by other reptiles
W60;W603;W50-W64;Contact with plant thorns and spines and sharp leaves
W60;W602;W50-W64;Contact with plant thorns and spines and sharp leaves
W60;W600;W50-W64;Contact with plant thorns and spines and sharp leaves
W60;W609;W50-W64;Contact with plant thorns and spines and sharp leaves
W60;W60;W50-W64;Contact with plant thorns and spines and sharp leaves
W60;W606;W50-W64;Contact with plant thorns and spines and sharp leaves
W60;W604;W50-W64;Contact with plant thorns and spines and sharp leaves
W60;W601;W50-W64;Contact with plant thorns and spines and sharp leaves
W60;W608;W50-W64;Contact with plant thorns and spines and sharp leaves
W60;W607;W50-W64;Contact with plant thorns and spines and sharp leaves
W60;W605;W50-W64;Contact with plant thorns and spines and sharp leaves
W64;W642;W50-W64;Exposure to other and unspecified animate mechanical forces
W64;W644;W50-W64;Exposure to other and unspecified animate mechanical forces
W64;W640;W50-W64;Exposure to other and unspecified animate mechanical forces
W64;W648;W50-W64;Exposure to other and unspecified animate mechanical forces
W64;W647;W50-W64;Exposure to other and unspecified animate mechanical forces
W64;W646;W50-W64;Exposure to other and unspecified animate mechanical forces
W64;W645;W50-W64;Exposure to other and unspecified animate mechanical forces
W64;W643;W50-W64;Exposure to other and unspecified animate mechanical forces
W64;W64;W50-W64;Exposure to other and unspecified animate mechanical forces
W64;W649;W50-W64;Exposure to other and unspecified animate mechanical forces
W64;W641;W50-W64;Exposure to other and unspecified animate mechanical forces
W65;W653;W65-W74;Drowning and submersion while in bath-tub
W65;W652;W65-W74;Drowning and submersion while in bath-tub
W65;W656;W65-W74;Drowning and submersion while in bath-tub
W65;W658;W65-W74;Drowning and submersion while in bath-tub
W65;W655;W65-W74;Drowning and submersion while in bath-tub
W65;W651;W65-W74;Drowning and submersion while in bath-tub
W65;W659;W65-W74;Drowning and submersion while in bath-tub
W65;W657;W65-W74;Drowning and submersion while in bath-tub
W65;W65;W65-W74;Drowning and submersion while in bath-tub
W65;W654;W65-W74;Drowning and submersion while in bath-tub
W65;W650;W65-W74;Drowning and submersion while in bath-tub
W66;W666;W65-W74;Drowning and submersion following fall into bath-tub
W66;W664;W65-W74;Drowning and submersion following fall into bath-tub
W66;W66;W65-W74;Drowning and submersion following fall into bath-tub
W66;W667;W65-W74;Drowning and submersion following fall into bath-tub
